question,question_id,category,release,paper_correct,baseline_correct,paper_prediction,baseline_prediction,expected,paper_index
What is the purpose of the Restriction of use of Enhanced Coverage feature? [3GPP Release 14],question 5919,Standards overview,14,True,True,Option 2,option 2,option 2,1047
Is the deployment of a NAT between EASDF and PSA UPF supported? [3GPP Release 18],question 5920,Standards specifications,18,True,True,Option 2,option 2,option 2,1048
What is the purpose of selecting an appropriate relay UE? [3GPP Release 17],question 5923,Standards specifications,17,True,True,Option 3,option 3,option 3,1049
When does the UE ignore the scheduling DCI for the n-th triggered CSI report? [3GPP Release 17],question 5926,Standards specifications,17,True,True,Option 1,option 1,option 1,1050
What does scheduling the periods of location monitoring and reporting help reduce? [3GPP Release 17],question 5947,Standards specifications,17,True,True,Option 2,option 2,option 2,1051
Which additional positioning technique is supported in Rel-16 LPP for GNSS SSR? [3GPP Release 16],question 5949,Standards overview,16,False,True,Option 5,option 1,option 1,1052
What is the purpose of the Edge Enabler Client (EEC) in enabling edge applications? [3GPP Release 17],question 5952,Standards overview,17,False,False,Option 3,option 3,option 5,1053
What triggers the deletion of the list of forbidden tracking areas associated with an SNPN? [3GPP Release 18],question 5962,Standards specifications,18,True,True,Option 4,option 4,option 4,1054
Which of the following physical channels carries information originating from higher layers? [3GPP Release 17],question 5963,Standards specifications,17,True,True,Option 2,option 2,option 2,1055
What is the out-of-band blocking characteristic for SAN type 1-H? [3GPP Release 18],question 5966,Standards specifications,18,True,True,Option 4,option 4,option 4,1056
What triggers Edge Relocation in the network? [3GPP Release 18],question 5967,Standards specifications,18,True,True,Option 3,option 3,option 3,1057
What is the purpose of scrambling in the physical uplink shared channel? [3GPP Release 17],question 5974,Standards specifications,17,True,True,Option 4,option 4,option 4,1058
What are the communication attributes in automation? [3GPP Release 19],question 5981,Standards specifications,19,False,False,Option 2,option 2,option 1,1059
What capabilities should a Shared E-UTRAN/NG-RAN have? [3GPP Release 18],question 5982,Standards specifications,18,True,True,Option 4,option 4,option 4,1060
What is the maximum number of additional RACH configurations? [3GPP Release 17],question 5984,Standards specifications,17,True,True,Option 1,option 1,option 1,1061
What is the purpose of 5G Access Stratum-based Time Distribution? [3GPP Release 18],question 5986,Standards specifications,18,False,False,Option 1,option 1,option 2,1062
What procedure allows maintaining the S1 connection and retransmissions of the NAS PDUs in case of radio link failure for CIoT EPS optimizations? [3GPP Release 14],question 5989,Standards overview,14,True,True,Option 1,option 1,option 1,1063
Why do AV production applications call for uncompressed or slightly compressed data? [3GPP Release 17],question 6001,Standards specifications,17,True,True,Option 5,option 5,option 5,1064
What is the purpose of the Message Priority header in messages exchanged over service-based interfaces? [3GPP Release 18],question 6003,Standards specifications,18,True,True,Option 2,option 2,option 2,1065
What enhancements were introduced for NB-IoT and LTE-MTC in Rel-17? [3GPP Release 17],question 6004,Standards overview,17,True,True,Option 4,option 4,option 4,1066
What is the purpose of RAN visible QoE measurements? [3GPP Release 18],question 6005,Standards specifications,18,False,True,Option 1,option 2,option 2,1067
Who subscribes to analytics information of Application AI/ML traffic transmission status from the NWDAF? [3GPP Release 18],question 6006,Standards specifications,18,False,False,Option 2,option 3,option 4,1068
Which error response indicates that the requested service option is not authorized in the PLMN? [3GPP Release 18],question 6007,Standards specifications,18,True,True,Option 2,option 2,option 2,1069
Which reference points are included in the logical ubiquitous charging architecture? [3GPP Release 18],question 6015,Standards specifications,18,True,True,Option 1,option 1,option 1,1070
Can multiple MDA instances be deployed? [3GPP Release 17],question 6017,Standards specifications,17,True,True,Option 3,option 3,option 3,1071
What is the channel generation process in the map-based hybrid model based on? [3GPP Release 17],question 6018,Standards specifications,17,True,True,Option 1,option 1,option 1,1072
What is the priority value for a PSFCH transmission with HARQ-ACK information? [3GPP Release 17],question 6023,Standards specifications,17,True,True,Option 4,option 4,option 4,1073
"Can a UE disable use of one or more of its radio technologies, regardless of PLMNs? [3GPP Release 18]",question 6024,Standards specifications,18,True,True,Option 1,option 1,option 1,1074
What capability does the management service producer responsible for PEE fault supervision have? [3GPP Release 18],question 6035,Standards specifications,18,True,True,Option 3,option 3,option 3,1075
What determines if an IAB-DU cell can transmit or receive on a symbol configured as a soft type? [3GPP Release 17],question 6036,Standards specifications,17,False,False,Option 3,option 3,option 2,1076
What are the three factors that govern the PDCCH monitoring activity of the UE in RRC connected mode? [3GPP Release 17],question 6037,Standards specifications,17,False,True,Option 1,option 5,option 5,1077
Which of the following situations can lead to the MS being unable to obtain normal service from a PLMN or SNPN? [3GPP Release 18],question 6040,Standards specifications,18,True,True,Option 1,option 1,option 1,1078
What does a UE configure when provided with UplinkCancellation? [3GPP Release 17],question 6042,Standards specifications,17,True,True,Option 4,option 4,option 4,1079
Under what circumstances would it be desirable to prevent UE users from making access attempts or responding to pages in specified areas of a PLMN? [3GPP Release 18],question 6046,Standards specifications,18,True,True,Option 2,option 2,option 2,1080
Which specification introduced the mechanism to support single radio voice call continuity (SRVCC) from 5GS to UTRAN? [3GPP Release 16],question 6051,Standards overview,16,True,True,Option 3,option 3,option 3,1081
Which logical channel can be mapped to DL-SCH in the downlink? [3GPP Release 18],question 6057,Standards specifications,18,True,True,Option 4,option 4,option 4,1082
What is the periodicity of half frames with SS/PBCH blocks for initial cell selection in an IAB-MT? [3GPP Release 17],question 6059,Standards specifications,17,False,True,Option 2,option 4,option 4,1083
What is the role of the serving core network operator in a shared network? [3GPP Release 17],question 6061,Standards specifications,17,True,True,Option 5,option 5,option 5,1084
Which state supports QoE measurement reporting in UMTS networks? [3GPP Release 14],question 6065,Standards specifications,14,True,True,Option 2,option 2,option 2,1085
What does the Allowed Delay parameter indicate? [3GPP Release 18],question 6067,Standards specifications,18,True,True,Option 1,option 1,option 1,1086
Which aspect is not covered by the flexible network operations in 5G? [3GPP Release 15],question 6080,Standards overview,15,True,True,Option 4,option 4,option 4,1087
What procedure is followed to estimate the energy consumption of VNF/VNFCs based on the vCPU usage of virtual compute resources? [3GPP Release 18],question 6082,Standards specifications,18,True,True,Option 2,option 2,option 2,1088
When can the target UE authorize positioning attempts? [3GPP Release 17],question 6088,Standards specifications,17,True,True,Option 4,option 4,option 4,1089
What does the Un interface in E-UTRAN support? [3GPP Release 17],question 6097,Standards specifications,17,True,True,Option 1,option 1,option 1,1090
What is the purpose of ciphering in NR connected to 5GC security? [3GPP Release 18],question 6099,Standards specifications,18,True,True,Option 5,option 5,option 5,1091
What is the purpose of the Single link polarization measurement? [3GPP Release 18],question 6105,Standards specifications,18,False,True,Option 1,option 5,option 5,1092
What type of link adaptation is performed in uplink transmission? [3GPP Release 17],question 6109,Standards specifications,17,True,True,Option 4,option 4,option 4,1093
